,ID,Name,Latitude,Longitude,Cuisine,Ratings,Reviews,Price_Rng,Zip-Code
90,6yqPYHtG4LpOVushEzrxXw,Grub Burger Bar,33.8275,-84.33257,Burgers,4,599,$$,30329
91,COgw5a3B_fwmN0BbZObJwg,Urban Wu,33.84671,-84.374065,Szechuan,4,329,$$,30305
92,qqEkTM_OBVGboBSn5v7UYA,SpiceHouse Buckhead,33.82552,-84.36703,Caribbean,3.5,53,$$,30324
93,KheQiwyvUl9VDupoO-l7Mw,The Original Hot Dog Factory,33.75660669,-84.38205341,Hot Dogs,4,137,$,30303
94,fvuwDSEYL9dhD28uq4d4ww,The Porter Beer Bar,33.76534,-84.349827,Pubs,4.5,1077,$$,30307
95,23UWCyB8UnPu-0t-67iEKA,The Food Shoppe,33.75828555,-84.3904275,Cajun/Creole,4.5,849,$$,30303
96,IJW5dUA251zW3FrpNpHr3w,Yumbii,33.81600162,-84.31247774,Asian Fusion,4,64,$$,30329
97,ldoswTL6XQX_VllVEoHZ_Q,El Tesoro,33.74941011,-84.34263814,Mexican,4.5,226,$$,30317
98,aSUsF4-44EUmBiISNucJ-A,Fellaship,33.7517828,-84.3992599,Cigar Bars,4.5,156,$$,30313
99,_BNuP4qFCrUxBt2dGpUMaA,Baraka Shawarma,33.75634225,-84.39068774,Mediterranean,4.5,479,$$,30303
100,wnCuqrG0NfWbUINjTkG6FQ,Fox Brothers Bar-B-Que Que-osk,33.8066606,-84.38445412,Barbeque,4.5,72,$$,30324
101,kkgXCsbYVbHoia9Pr214tQ,Pho 24,33.87753267,-84.293369,Vietnamese,3.5,499,$$,30341
102,C0Jiti0T_VcXgNDKv0dCng,Rock's Chicken & Fries,33.8528035,-84.3622556,American (Traditional),4,132,$,30326
103,euI6ZYkupS89zSzMI-uzQw,Hi Pot Doraville,33.89085065,-84.28532943,Taiwanese,4.5,219,$$,30340
104,g83BIz2QaG_DPrlWNAf1wA,Woody's  CheeseSteaks,33.78091,-84.36869,Sandwiches,3.5,732,$,30308
105,7gbCcY7MrL-Kz6TmsJDLrQ,Lucky Thai,33.82799,-84.32658,Thai,4.5,92,$$,30329
106,B1utosVn_70fiRUxJQRKgA,The White Bull,33.775061,-84.295804,American (New),4.5,304,$$,30030
107,EI_H03-TbzQsx0hmkpHbMg,Georgia Boy,33.77338583,-84.35319583,American (New),4.5,16,$$$$,30306
108,j0VWgf2QhoxpTLnODZxnnw,Sidechick,33.776649,-84.296184,Sandwiches,4.5,170,$,30030
109,KgCm-vYEVwSszwr1DN5dbQ,Buena Vida Tapas & Sol,33.76930198,-84.36365727,Spanish,4.5,232,$$,30308
110,U_N4BD4MMGG5AKDlRb-GNA,Taquer°a La Oaxaque§a,33.57268162,-84.37076379,Mexican,4.5,398,$$,30236
111,qx7-TEoNazwE1BcZLCIJ9w,Silom Thai & Sushi,33.846287,-84.3586822,Thai,4,233,$$,30326
112,Ln-8CbKGZGmF-GCqMoMcpA,bartaco,33.77873,-84.40932,Mexican,4,1354,$$,30318
113,qahyS2-7QXGYn6dD94_Ljw,Tannour Mediterranean Grill,33.78592,-84.40019,Mediterranean,4,296,$,30318
114,5hrvvAGs9i6UiSQBsrTmlg,Harold's Chicken & Ice Bar,33.75414,-84.37614,Chicken Wings,3.5,706,$$,30312
115,l9udhFSqWgyeU1i8xGy_Aw,Gaja Korean Bar,33.74051066,-84.34626055,Korean,4,243,$$,30316
116,dm9Aq2dtziNTGBFCh0yhYA,Fellini's Pizza Buckhead,33.83157301,-84.38479494,Pizza,4,360,$,30305
117,8k53N-zNw4RrSlVXm02ZMg,Bangkok Thai Restaurant,33.7955704,-84.3705218,Thai,4,219,$$,30309
118,iQCBhiTT2UNI3AtF0skqeg,JINYA Ramen Bar - Sandy Springs,33.918637,-84.378324,Ramen,4.5,1419,$$,30328
119,cblMeiEoWS4DXl88zSzbKg,The Nook On Piedmont Park,33.78606647,-84.37853664,American (Traditional),3.5,974,$$,30309
120,69xILr10eIRqWqXNk2UaEQ,The Original J.R. Crickets in Midtown Atlanta,33.771032,-84.383186,Barbeque,3,335,$$,30308
121,g0KkQmGXCtxkzHWoYEQa4A,Rina,33.77292,-84.364136,Middle Eastern,4.5,142,$$,30308
122,T_meTjtvslVWMn9_SAA7nA,Dagu Rice Noodle,33.891452,-84.285894,Noodles,4.5,45,$$,30340
123,ztY4uPNUTWMN9LT3L5mD3Q,Steamhouse Lounge,33.7834382,-84.3876564,Seafood,4,896,$$,30309
124,o5VbSIVutdRlkMYuI9yQag,Kelz Kitchen - Atlanta,33.75025119,-84.39527479,Southern,3,206,$$,30303
125,kD1mjIbvczeXBxDSluJaOw,DUA Vietnamese Noodle Soup,33.78422273,-84.38454906,Poke,4.5,108,$$,30309
126,_2LfhO4Mqa-owUtSFgSblA,BeetleCat,33.76266179,-84.35819658,Seafood,4,1074,$$,30307
127,yc5i6clFomkWXSVf5ifKFA,Salsa Taqueria & Wings,33.855008,-84.31475,Halal,4.5,70,$$,30329
128,HE1l6pB4_y97Rlmf8eJeNA,26 Thai Kitchen & Bar - Midtown,33.77702,-84.38313,Thai,4.5,274,$$,30308
129,6Rq3Bcs969L60aoMGIs5FQ,Sam?s Of San Francisco,33.7835395,-84.38476426,Burgers,4,93,$$,30309
130,Ofh5ckEEh1DDC9NuwnhySQ,Skinny's Restaurant,33.65906906,-84.41874695,Burgers,4,111,$,30354
131,syupO9nUauJsZvmvTZEMCw,Mangos Caribbean Restaurant,33.75571442,-84.38178253,Caribbean,3,566,$$,30303
132,x6exB5R70coQB0T-HvqtUg,Estrellita,33.74555952,-84.36853824,Filipino,4.5,47,$$,30312
133,TJPRsKH-YbeS00Ms2dHwOw,Black Bear Tavern,33.80751386,-84.39358406,Sports Bars,4,154,$$,30309
134,2mFCztBSJ_DpmfrK2uhbOQ,Anh's Kitchen,33.77799295,-84.3839473,Vietnamese,4,228,$$,30308
135,WpC8T9oazzH7A7yR5e56Vg,gusto!,33.80759387,-84.39350115,American (New),4.5,476,$,30309
136,1i63faxXI1TQ7pNlLp3IPQ,Cypress Street Pint & Plate,33.77740255,-84.3861437,Salad,4,1381,$$,30308
137,JnNdEhN7Ixr4NcsbvVZ0Nw,Thrill Korean Steak and Bar,33.917761,-84.381834,Korean,4.5,547,$$$,30328
138,klJKIbiGWDpPIVhWeb4tZQ,Folk Art Restaurant,33.76673686,-84.35286798,American (Traditional),4,1072,$$,30307
139,oHht-nDOJggesgQbpydcDQ,El Indio Mexican Resturante & Taqueria,33.89074237,-84.2126888,Mexican,4,174,$$,30084
140,z1RxkGJGGwK1LJnxhspVwA,Nowak's,33.7928146,-84.3517062,Seafood,4,122,$$$,30306
141,MVty6m-vnaG0vj0jFR8Qtw,Sean's Harvest Market,33.7884726,-84.36979783,Juice Bars & Smoothies,4.5,274,$$,30306
142,ghJK4RjF_P1jrwgfGmAW1A,Toast on Lenox,33.83028145,-84.35656965,Breakfast & Brunch,4,331,$$,30324
143,uXdQkuEtvLAzfc3MsO-sTQ,Mama's Cocina Latina,33.810996,-84.367084,Mexican,3,215,$$,30324
144,2uiFavCGvjlqDSkl1cIZPw,El Rey del Taco,33.89704566,-84.28191863,Mexican,4,922,$$,30340
145,aT1vy3mkhGFszLK0h-ZF_w,The Halal Guys,33.779761,-84.390017,Halal,3.5,133,$,30309
146,Qd6r9d5EcIRY3bWRW7-rBg,Heirloom Market BBQ,33.89864735,-84.44717853,Barbeque,4.5,1771,$$,30339
147,9ThQ2ad1pLnuhxkmpKOc1w,F£do,33.887762,-84.314717,Asian Fusion,4.5,457,$$,30341
148,S6pc488qCzUKLGwXDvCUoQ,Aamar Indian Cuisine,33.757311,-84.389912,Indian,4.5,519,$$,30303
149,L4sQMjGzK7eUoTlmGn2kNA,Publico Kitchen & Tap,33.784846,-84.38451581,Asian Fusion,4,658,$$,30309
150,U1UNjsdb4DzPoEnQ4O14pA,Botica,33.80535037,-84.394182,Spanish,4,180,$$,30309
151,5Z0M3VkIccVWVKsXDwUgoQ,PaoPao Ramen Factory And Bar,33.8153785,-84.31183283,Ramen,4,256,$$,30329
152,ZoFht0viJtWiAt4MeP6zvQ,Kat's Cafe,33.78112,-84.38103,American (New),4,239,$$,30309
153,aCHyEtJ_bKsi_UIVJufU7A,Ssam Burger,33.8116798,-84.4263763,Burgers,4.5,309,$,30318
154,Slj9yz_RfDRqiMRH8VxUMQ,Amalfi Cucina & Mercato,33.75947,-84.38693,Pizza,4,857,$$,30303
155,mrGPZWGL3VoF-FgVSnhIIA,JJ Fish & Chicken,33.72228033,-84.39280862,Chicken Shop,4,184,$,30315
156,Dm-JDo6Lu_ovANAlTr0BHg,Nina & Rafi,33.75610333,-84.36546924,Pizza,4,463,$$,30312
157,UcqHx8WJW894JyGiMyxspg,McCray's Tavern Midtown,33.786127,-84.387657,Venues & Event Spaces,4,197,$$,30309
158,lmqNHL01VGjOPMnO_HJ9RQ,Joy Cafe,33.784802,-84.383542,Breakfast & Brunch,4.5,1116,$$,30309
159,Dz7KT2Unf4BuMKw0fn5zzw,Himalayan Kitchen,33.89113951,-84.50468145,Himalayan/Nepalese,5,150,$,30080
160,6J-lSviMGkXXPldhncba_Q,Thaicoon & Sushi Bar,33.80443957,-84.33557598,Sushi Bars,4,387,$$,30306
161,ERVKNes7rXoQg4J0gWhMdg,Forza Storico,33.78678,-84.41226,Italian,4,293,$$,30318
162,T6iYwxezeqrlcCV7kR_GZg,The Dinner Shoppe,33.7897382,-84.30754985,Do-It-Yourself Food,5,10,$$,30030
163,hQKVopPevC9M3QIPdoVz4Q,Urban Wok,33.870094,-84.33736683,Asian Fusion,5,175,$$,30319
164,8_isPgON-y_f6igJnEeWRg,Metro CafÇ Diner,33.7599229,-84.3864441,Diners,3,578,$$,30303
165,ixer_k1KbAQATNtv3HFMiQ,EATaliano Kitchen,33.828058,-84.331736,Pizza,3.5,348,$$,30329
166,oXkUtWk-TR4QpSmAcKE93A,The Pirate's Boil,33.893052,-84.476023,Cajun/Creole,4,368,$$,30080
167,sRJ79RGt7a7V5ejrHtCA1A,Tacos La Villa,33.8929143,-84.4779433,Tacos,4.5,1000,$,30080
168,6DcaOhKuSj6TzSDH9xHOnQ,Philly Cheesesteak Place,33.81163763,-84.35724053,Cheesesteaks,3,62,$,30324
169,VNTQK9KS3Fe-b3aIL3JouA,Scoville Hot Chicken,33.847987,-84.374008,Burgers,4,62,$$,30305
170,x7UkqW5CQCGhyhKtL3pf6Q,Dipped?N Butter Atlanta,33.759495,-84.371061,Southern,3,74,$$,30312
171,6wGHem2o7migh4syWmmB8A,Ginya Izakaya,33.80048254,-84.40841789,Sushi Bars,4,522,$$,30318
172,UBd2nhPwAEEktL6ronTiYA,Hibachi Buffet,33.841335,-84.32689401,Buffets,4,67,$,30329
173,U9SK3eMMp1_MqLbRF8XjSQ,Botiwalla,33.772869,-84.366016,Indian,4.5,490,$$,30308
174,J6fjXfXxxIKDTDcBsR8MNw,Palacsinta,33.76503,-84.34157,Creperies,4.5,17,$$,30307
175,DOu8Wl1uZ28uQIP96DSx7g,Scoville Hot Chicken,33.890107,-84.380792,Fast Food,4.5,263,$$,30342
176,EmJOkTKIwgm7QJbls7hN3w,Seven Lamps,33.84703603,-84.36566228,American (New),4,962,$$,30326
177,mEzP1dtTlUY6BBAMDF100w,Hankook Taqueria,33.811352,-84.431628,Mexican,4.5,983,$$,30318
178,Hfg_gRsUCEE1-CdFVxa0dw,Kabob Land,33.84269152,-84.37045581,Mediterranean,3,263,$$,30305
179,14nIlMhxTXWnJg0Glrr-PQ,Top Spice,33.81336419,-84.31005008,Thai,4,561,$$,30329
180,wgvmFqXQYRmMvC6V--ISaA,One Flew South,33.64090358,-84.42579299,American (New),4.5,1097,$$,30320
181,dBy1wm6sxkGXkBLtzn_g5A,The Pup Truck,33.78200094,-84.38384056,American (New),4,35,$,30324
182,JLZ8RzxOm-0y6TeVwYszkg,Azotea Cantina,33.79264,-84.39615,Mexican,4,98,$$,30363
183,iNpKyGdjCb40PECLpyF-rg,Tuza Taco,33.7967894,-84.41582322,Tacos,4.5,239,$$,30318
184,Pl_BSZM-dS1R9v29H0hV_Q,Wagaya - Emory Village,33.78794,-84.32593,Japanese,4,167,$$,30307
185,LL4o_jeqBdf43nmfhPJNlw,6am,33.83156396,-84.34248425,Hookah Bars,3,31,$$,30329
186,y7LILyTW5Tei0eRciuPyDw,Peach Cobbler Cafe,33.81462885,-84.39128653,Southern,2.5,200,$$,30309
187,yyakxBb3bLHcnIxHUKJNgw,The General Muir,33.8009687,-84.3274858,Delis,4,1126,$$,30329
188,6RXnG0S3EDVSxe2FH8bZRw,Tuk Tuk Thai Food Loft,33.8016535,-84.39227394,Thai,4,922,$$,30309
189,e1RoEC5uvzXnLXbjuK3ZSg,Cafe Agora Midtown,33.78086385,-84.3843741,Mediterranean,4.5,333,$$,30309
190,QNYQGTAGsfLDEY-71yuT4A,Extreme Teriyaki Grill Express,33.8262453,-84.36613865,Japanese,4,74,$,30324
191,wutVo9ZjFu99HAAY4IGjhw,Bon Ton,33.7730374,-84.38033324,Cajun/Creole,4,523,$$,30308
192,uB7IZ1v0tdIckr8gH82R0g,La Mei Zi,33.8927899,-84.28620312,Chinese,4.5,561,$$,30340
193,ZSLZNh1K_WzQc7g9imj9pA,Mr Fries Man,33.75395,-84.3884,American (Traditional),4,33,$$,30303
194,g0-Vi4ycWDwwJiMTRnWCUw,Pasha Restaurant and Bar,33.828318,-84.365079,Mediterranean,3.5,246,$$$,30324
195,hyfGAQintBFY064gjLbRDg,Carniceria Ramirez,33.82055664,-84.45000458,Mexican,4.5,24,$,30318
196,BSTBdhf-F8IhZgqDNkmhOw,R. Thomas Deluxe Grill,33.804511,-84.393731,Vegan,4,1106,$$,30309
197,nQkcvNHx8FH00CefJV_0MA,Sri Thai Kitchen & Sushi Bar - Atlanta,33.79340961,-84.39776594,Thai,4,196,$$,30363
198,wZn9tnC6NC0wgIllBnrICg,Howell's Kitchen and Bar,33.8080588,-84.4128629,Pizza,4,298,$$,30318
199,ugI9muWVKnskfG98aB2euw,Bantam + Biddy,33.79826244,-84.37093117,Breakfast & Brunch,3.5,585,$$,30324
200,KDifarsprFUm2drLy3a-Eg,Serenbe Farms,33.522885,-84.732221,Farmers Market,3.5,28,$$,30268
201,Kwu_J2NlKBbGraGsxfM6vg,Jack's New Yorker Deli,33.84569734,-84.37205751,Delis,4,221,$$,30305
202,1V-qgtMZ48o4E4IWQbI-LQ,Sabor Dominicano,33.86495,-84.304981,Dominican,4,81,$,30345
203,kXsvTG6zzQt0xKP8jFUpMQ,Mirko Pasta,33.87007,-84.38057,Italian,4,260,$$,30342
204,1q3u0GmFKRKPV_ikCiCbUw,Gunshow,33.74070238,-84.35802848,American (New),4.5,1284,$$$,30316
205,BhZTAO6UedfIP5aRbbNWVw,K & K Soul Food,33.7734108,-84.41615295,Southern,4,111,$,30318
206,oPoBBnSQlil1SWkX802asA,Momonoki,33.779894,-84.390211,Cafes,4,441,$$,30309
207,077MWijQIKqatl7Dwl_P6w,Big B?s Fish Joint,33.88060555,-84.38083607,Seafood,4,224,$$,30342
208,FJat8LqjMoXHk668jPasuw,Amalfi Cucina & Mercato - Buckhead,33.84396229,-84.37307121,Italian,4.5,17,$$,30305
209,Nr3o2k7_ft9srS2FmVgZeg,Weeyums Philly Style,33.74085,-84.4131,Sandwiches,3.5,361,$$,30310
210,5OgTl9KjMnCI55ES5ZNMMw,baked kitchen,33.80281633,-84.42860095,Food Trucks,4,19,$$,30318
211,fxEOPETtJgUX4nRorh3A1A,Local Green Atlanta,33.75529857,-84.41739529,Vegetarian,4.5,251,$$,30314
212,QW3anlt1nJ9aNkdQAV-Ifw,Old Lady Gang,33.74969,-84.39933,Southern,3,2251,$$,30313
213,HixFtCUpMl5HsqnFt89qvg,Shake Shack,33.8376988,-84.3808584,Burgers,3.5,674,$$,30305
214,jh07n3CFoc8gskZ8F-2g9w,Farm Burger - Buckhead,33.847331,-84.372713,Burgers,4,767,$,30305
215,NM3TxWJs7kmF8sD1h3CfgA,The Little Farmhouse Cafe,33.886173,-84.266244,Cafes,4.5,423,$$,30340
216,bxSAt12j5awPA6YdrhrTOg,De One Roti Shop,33.86129,-84.01901,Trinidadian,4,92,$$,30078
217,3wAaNLqjzjMjn_bl_akunQ,Boggs Social & Supply,33.73731567,-84.4305275,Bars,5,15,$,30310
218,PVjEQAJFQOL5G1YtxqzJXg,Bad Daddy's Burger Bar,33.793739,-84.28352,Burgers,3.5,309,$$,30030
219,9TLfCS60bIu5DLY4JBfNLw,Lazy Betty,33.76279,-84.3375,American (New),4.5,180,$$$$,30307
220,NTI0hPCI37PMPqrhR8ibcg,The Independent,33.779415,-84.368005,Bars,4,142,$,30308
221,iGK--9XyrPwVNQOvP_EFgQ,Tamsung Thai Street Eats,33.84296,-84.37942,Thai,4.5,122,$$,30305
222,3ehyrexo3WcoTy74c2jDKA,Flying Biscuit CafÇ - Midtown,33.782,-84.38015,Breakfast & Brunch,4,1733,$$,30309
223,tWN6-1uF7HI4jOBrkD42AA,Crazy Cuban,33.7859399,-84.39645,Cuban,4,108,$,30318
224,WUochwfBPEFlel-b73SGRw,Pretty Little Taco,33.78737,-84.38339,Food Court,3.5,63,$$,30361
225,55RNcefyR5FXv6KtfTO4UQ,TydeTate Kitchen,33.80295875,-84.4285908,Thai,4.5,29,$$,30318
226,cf1SsKkNA7X4wyVnrXmMhw,Mercado Acapulco,33.81447121,-84.35298311,Mexican,4,50,$,30324
227,ZXUogKwrI9r-Xp7cIDj1SQ,Punch Bowl Social Atlanta,33.889166,-84.4698604,Gastropubs,3.5,590,$$,30339
228,qJl9D0f8KeWH1Kyegx6rfw,Superica,33.85995102,-84.381151,Tex-Mex,4,628,$$,30342
229,JgHRA6YYnNWffbT2Nq00Qg,Storico Vino,33.838746,-84.380091,Italian,4,47,$$,30305
230,LyizNBLFLB4Qkx_0_8_BaQ,Der Biergarten,33.76187372,-84.3966452,German,4,684,$$,30313
231,0qJXSTFBnNoh5lMD3LgE0Q,Bacchanalia,33.794608,-84.427268,American (New),4.5,738,$$$$,30318
232,i3tJgf3BhAej354EhrK7yg,Highland Bakery,33.76122,-84.366117,Bakeries,4,1706,$$,30312
233,5Yf__1twcUqmvDgjD6CW8Q,Lily?s Restaurant & Lounge,33.8366132,-84.37709485,American (New),3.5,109,$$,30305
234,GeWHToqhS4oZq2-UCYWR-g,Scotchie's,33.9298448,-84.37914499,Caribbean,4.5,56,$$,30328
235,-9Wf7fUFcwC-3gEBc9iapw,Zaxby's Chicken Fingers & Buffalo Wings,33.772519,-84.373454,Fast Food,2.5,142,$,30308
236,-XxrkVtHtQrPQBgbBNrYGg,Havana Sandwich Shop,33.8330334,-84.3406748,Cuban,4,477,$,30329
237,486cc9UG4qcBCMAkDFZoaw,Doggy Dogg Atlanta,33.79167557,-84.38802338,Street Vendors,5,1,$,30309
238,vAVPEtxIUXvsULfLsgxifA,Banh Mi Station,33.80151785,-84.42955811,Street Vendors,4.5,28,$$,30318
239,kl6Sg9VeUgHrmdB2hcdKmw,Canton Buddha,33.83432119,-84.38369434,Thai,3,178,$$,30305
240,XA6jXZCnZiJW5ahXtFxjDA,Sway,33.76152,-84.38672,Southern,4,462,$$,30308
241,xI56hTOOHsQfk-DZviOrxQ,The Original El Taco,33.786997,-84.355746,Mexican,4,466,$$,30306
242,78ocP9YyQFrYtIO1TTle2A,Zunzi's,33.80853,-84.41232,Sandwiches,4.5,271,$$,30318
243,tHcztJJDsdV6c4puuoJU4w,Bismillah Cafe,33.86077618,-84.30935421,Indian,4.5,325,$,30345
244,GqCFSzqDyDi45Zm0Oy75xA,Su's Chinese Cuisine,33.79638962,-84.37104242,Chinese,3,217,$$,30324
245,SolJmNfUSJMz55BShAc9vg,Louisiana Bistreaux - Decatur,33.79174571,-84.28651736,Cajun/Creole,4,586,$$,30030
246,yPjQBv6iyqMjZFnmRZWEQw,Rumi's Kitchen,33.92204914,-84.37953095,Persian/Iranian,4,1498,$$$,30328
247,uXPfA4tpQhrcJ4TD9VRBNQ,Hero Doughnuts & Buns,33.736624,-84.38672226,Donuts,4.5,126,$$,30312
248,QJg15IumG7wZl7Nb8jGzyQ,Woodward & Park,33.74609914,-84.37047409,American (New),4.5,56,$$,30312
249,YB7mBTPgHRSq_MGr2UQ1qA,Pijiu Belly,33.781325,-84.409632,Burgers,4,472,$$,30318
250,xVlchH1X5UdzaFSK1VzSYQ,ABC Chicken & Waffles,33.75567,-84.37639,Breakfast & Brunch,4.5,72,$$,30312
251,BWcserrn-VAvcWufKnsP_Q,Twisted Soul Cookhouse & Pours,33.78972,-84.42547,Soul Food,4,732,$$,30318
252,0Buo2rLovCdtUPH2C1RYlQ,the spicy peach,33.8167536,-84.3112714,Grocery,4.5,17,$,30329
253,kcvQRxHBtVccqi5vC0jOdw,Las Brasas,33.77828979,-84.29525757,Latin American,4,302,$$,30030
254,JIvAjPUZgQFuo4wb_MdvBw,Ray's In the City - Atlanta,33.76042765,-84.38779771,Seafood,4,1017,$$$,30303
255,VWuI68p6Ao_ENKaCGRazLA,Jack's Pizza & Wings,33.7614221,-84.36515143,Pizza,3.5,682,$$,30312
256,85s4Qh0VUxKCRFnEkHeXRA,Le Colonial - Atlanta,33.837408,-84.380267,Bars,4,329,$$$,30305
257,onjo9H9K8rNwPa6A0LDrXw,Atlanta Fish House & Grill,33.7143,-84.43551734,Seafood,4,120,$,30311
258,eMpjsFnB_Rv2p2l4nOwn1w,Takorea,33.921894,-84.3146,Asian Fusion,4,444,$$,30338
259,ZdEohT36LcY3eKh4fJMGRQ,Cafe Agora,33.839617,-84.377384,Turkish,4,771,$$,30305
260,xNm8xFkkm8ZhkSp4btnNvQ,The Family Dog,33.79283,-84.35256,American (New),3.5,120,$$,30306
261,XY8C5rxUW1CBFU0TicZLWA,Emory Farmers Market,33.7930298,-84.3271713,Farmers Market,3.5,4,$,30322
262,4pG0kfb_AQdJ8NJ9Qe872g,Le Fat,33.77825714,-84.40903129,Vietnamese,4,437,$$,30318
263,OFEnwG1VDgfa_bgOKPOn3A,Shoya Izakaya,33.90786763,-84.28672464,Japanese,4,982,$$,30360
264,DWhMnby2t-z1EwCNKGqAqw,Eats,33.773711,-84.3672046,Southern,4,571,$,30308
265,uhIQYIk5LpBlRho9n_D_7g,Bangkok Station,33.8373431,-84.3701132,Thai,4,430,$$,30305
266,58UbC9XukpoPC2fXGIlPiw,Park Bar,33.75811386,-84.39292145,Bars,4,563,$$,30303
267,oqxxscRne5rj5hyxCHpXqQ,Yumbii,33.8073749,-84.3935344,Mexican,4,313,$$,30309
268,1h3PYFnGPU62G6ct_If9-w,Callie's Hot Little Biscuit,33.782488,-84.3545174,Breakfast & Brunch,3.5,375,$,30306
269,F7d32-PQcfIEX-bAaMjV_Q,Nakato Japanese Restaurant,33.808668,-84.36461,Japanese,4,771,$$,30324
270,UZBLOyeCBfDeVpUcZSrpPw,Atlanta's Best Wings,33.754249,-84.267516,Chicken Wings,4,103,$,30032
271,RewS023eAFmP9AlOcemXkw,Blue India,33.77972002,-84.38351822,Bars,4,317,$$,30309
272,gyYIWVJKdnPfP6daKrL7ng,Mr Everything Cafe,33.75496,-84.41703,Greek,3.5,239,$$,30314
273,iw0L8SqeaDM_AQW7a5_8rw,Bonchon Fayetteville,33.479782,-84.439514,Chicken Wings,4,225,$$,30214
274,bCY3Jn1_p9GbCwnDzU-nDA,Hsu's Atlanta,33.75947017,-84.38628074,Chinese,4,386,$$,30303
275,OBKbp7rQg1_XQ29i_7HfDA,Louisiana Seafood,33.72195936,-84.46386882,Seafood Markets,3.5,42,$$,30311
276,VdcQMPVIIfsiHU2FUOyDNQ,Sweet Spot,33.907386,-84.287352,Desserts,4.5,235,$$,30341
277,JfgsCMKJOCMg1O2iK4ObWA,Sweet Georgia's Juke Joint,33.75869347,-84.38776373,Southern,3.5,1299,$$,30303
278,_qkEX2cEPXuGmpa_bunJ2Q,Salad Express,33.81747088,-84.34898741,American (New),4,134,$,30324
279,JtU6I681yEu4wswro9tQlw,Caribbean Chicken & Fish,33.79258,-84.26458,Caribbean,4,216,$$,30079
280,_lEHolD7sVt4-SnbuuAgcA,Eight Sushi Lounge,33.78025,-84.41095,Sushi Bars,4.5,1120,$$,30318
281,bv4cOTCE1Ul2Nc0QvVjmDw,Tuscany at Your Table,33.7832145,-84.3546688,Delis,4.5,41,$,30306
282,sf_qabw7syBl8zYzfWwJzg,Vortex Bar & Grill,33.7662727,-84.3493438,American (Traditional),4,1373,$$,30307
283,Dt4AlYWhgCa2PcFOp3TG1Q,New Orleans Daquiri,33.6072422,-84.4715002,Bars,3,136,$$,30349
284,ZMEZgMF9FkgR9yl_RJkWfQ,Fellini's Pizza,33.773584,-84.357644,Pizza,4,555,$,30306
285,xPNE432uqWzrN2LNEpW5MA,Ocean Wave By Harry And Sons,33.7769336,-84.352722,Sushi Bars,4,460,$$,30306
286,7895YHS5qGu03R-C6aYg9g,The Optimist,33.77999,-84.41069,Seafood,4.5,1858,$$$,30318
287,lBJRq_ih62mkK6ky1xXeYQ,The Boiler Seafood And Crab Boil Atlanta,33.821251,-84.367061,Seafood,2.5,176,$$$,30324
288,3CrAvu81KXQ31hdiL5_HTw,Mission + Market,33.85228949,-84.36728144,American (New),4,253,$$,30326
289,Jfo67szC_PYNYRaC8KE0EA,Spondivits,33.659193,-84.4290421,Seafood,3,1308,$$,30344
290,UG6_dVkv1I5AV7NS3CG6Kg,Cultivate Food and Coffee,33.8079251,-84.4128827,Breakfast & Brunch,4,429,$$,30318
291,uH03Mt5JCOFAkDbuSlrslw,Yakitori Jinbei,33.89333242,-84.47713391,Sushi Bars,4,496,$$,30080
292,ayKmm_KRg24ATWOm9X0-5g,Victory Sandwich Bar,33.76396179,-84.3575592,American (Traditional),4,373,$,30307
293,iP8UrvwgNTXLK5l4Gk-wBg,Mr. Hibachi,33.75414448,-84.38791467,Japanese,3,33,$,30303
294,5I0yJ_X7uyPmoJWzKRYDuA,Tacos & Tequilas Mexican Grill,33.7736518,-84.36690489,Mexican,3.5,697,$$,30308
295,pa2tgHK681W-Sx4fGgT1Vw,HOBNOB Neighborhood Tavern - Atlantic Station,33.792571,-84.396246,American (Traditional),3.5,171,$$,30363
296,4sHHbZz19H4-kwrAL1Vwmw,Hotto Hotto Ramen & Teppanyaki,33.72583426,-84.37695395,Ramen,4,192,$$,30315
297,AUV7Ocno9T8_qPlFeRSziA,Ted's Montana Grill - Luckie Street,33.75879,-84.39054,Burgers,4,948,$$,30303
298,s6T621i3GuGaIQXPm_Rh8w,The Wing Shack ATL,33.743984,-84.403906,Chicken Wings,2,77,$$,30303
299,SsEXyLovpmrYHL4mN9gTNw,Lavash Mediterranean Grill,33.83677,-84.3766799,Mediterranean,4,120,$,30305
300,-2nIowA3Nd68ogkfGhZBtQ,Politan Row at Colony Square,33.78774468,-84.38207826,Food Court,3.5,53,$$,30361
301,ot3e8rg8AxS5fQsuIUYZpQ,Spice House Midtown,33.786415,-84.3993617,Caribbean,3.5,65,$$,30318
302,osjBYoub1X1XOK7h99_ZGg,Doc Chey's Noodle House,33.793249,-84.351762,Asian Fusion,3.5,275,$$,30306
303,VeltgSQfU0geU7AdERTv5A,Passador Brazilian Steakhouse,34.03724837,-84.30610476,Steakhouses,5,108,$$$,30022
304,3-wYxXgVywsPz7-h4cdZIA,Elbow Room Bar,33.837269,-84.379231,Dive Bars,4,138,$$,30305
305,emWWcSEYCEVdfbpoQh313Q,BullGogi,33.7904,-84.30485,Poke,4.5,222,$,30033
306,-CHazLwo2j2G8gWEZN53hA,Eclipse Di Luna,33.83192764,-84.36170502,Tapas Bars,4,874,$$,30324
