id,Name,Cuisine,Ratings,Reviews,Price_Rng,Zip-Code,State,City,NumberReturns,AdjustedGross Income,IncomeperReturn,SalaryperReturn,TaxPaidperReturn,MTW Status
361,The Freakin Incan,Food Trucks,4.5,281,2,30075,GEORGIA,Roswell,"21,656","1,696,164","$78,323 ","$69,072 ","$16,372 ",Matching
544,Nikolai's Roof,French,4,174,3,30303,GEORGIA,Atlanta,"1,746","80,603","$46,164 ","$42,587 ","$33,834 ",Matching
687,Tiny Lou's,French,4,211,2,30306,GEORGIA,Atlanta,"12,266","840,840","$68,550 ","$55,718 ","$14,516 ",Matching
362,Leon's Full Service,Gastropubs,4,1063,2,30030,GEORGIA,Decatur,"12,299","530,683","$43,148 ","$37,815 ","$7,733 ",Matching
405,Torched Hop Brewing,Gastropubs,4.5,413,2,30308,GEORGIA,Atlanta,"5,950","308,468","$51,843 ","$34,477 ","$10,750 ",Matching
602,Kafenio Avondale,Greek,4.5,140,2,30030,GEORGIA,Decatur,"12,299","530,683","$43,148 ","$37,815 ","$7,733 ",Matching
87,Mediterranean Grill,Greek,4,337,1,30308,GEORGIA,Atlanta,"5,950","308,468","$51,843 ","$34,477 ","$10,750 ",Matching
145,The Halal Guys,Halal,3.5,133,1,30309,GEORGIA,Atlanta,"10,405","932,807","$89,650 ","$58,739 ","$21,141 ",Matching
702,Trader Vic's,Hawaiian,3.5,386,3,30303,GEORGIA,Atlanta,"1,746","80,603","$46,164 ","$42,587 ","$33,834 ",Matching
572,Poke City,Hawaiian,4,53,2,30309,GEORGIA,Atlanta,"10,405","932,807","$89,650 ","$58,739 ","$21,141 ",Matching
660,Ssong's Hot Dog - DULUTH,Hot Dogs,5,14,1,30096,GEORGIA,Duluth,"21,571","1,057,292","$49,015 ","$43,266 ","$8,441 ",Matching
675,Oh K-Dog,Hot Dogs,4.5,21,1,30097,GEORGIA,Duluth,"10,318","1,192,442","$115,569 ","$92,733 ","$28,421 ",Matching
93,The Original Hot Dog Factory,Hot Dogs,4,137,1,30303,GEORGIA,Atlanta,"1,746","80,603","$46,164 ","$42,587 ","$33,834 ",Matching
367,Ten Seconds Yunnan Rice Noodle,Hot Pot,4,73,2,30360,GEORGIA,Atlanta,"6,183","290,417","$46,970 ","$41,503 ","$8,361 ",Matching
580,Zesto - Buckhead,Ice Cream & Frozen Yogurt,3.5,98,1,30324,GEORGIA,Atlanta,"10,983","604,700","$55,058 ","$46,404 ","$11,365 ",Matching
514,Chai Pani,Indian,4,909,2,30030,GEORGIA,Decatur,"12,299","530,683","$43,148 ","$37,815 ","$7,733 ",Matching
594,Honest,Indian,4,144,1,30033,GEORGIA,Decatur,"14,440","716,375","$49,610 ","$41,060 ","$8,907 ",Matching
345,Zyka: The Taste | Indian Restaurant | Decatur,Indian,4,746,2,30033,GEORGIA,Decatur,"14,440","716,375","$49,610 ","$41,060 ","$8,907 ",Matching
400,NaanStop,Indian,4,305,1,30303,GEORGIA,Atlanta,"1,746","80,603","$46,164 ","$42,587 ","$33,834 ",Matching
148,Aamar Indian Cuisine,Indian,4.5,519,2,30303,GEORGIA,Atlanta,"1,746","80,603","$46,164 ","$42,587 ","$33,834 ",Matching
173,Botiwalla,Indian,4.5,490,2,30308,GEORGIA,Atlanta,"5,950","308,468","$51,843 ","$34,477 ","$10,750 ",Matching
578,Tabla,Indian,4,594,2,30309,GEORGIA,Atlanta,"10,405","932,807","$89,650 ","$58,739 ","$21,141 ",Matching
347,Biryani's Place,Indian,4.5,57,2,30328,GEORGIA,Atlanta,"15,342","1,515,043","$98,751 ","$67,212 ","$23,526 ",Matching
243,Bismillah Cafe,Indian,4.5,325,1,30345,GEORGIA,Atlanta,"9,719","617,379","$63,523 ","$49,935 ","$13,362 ",Matching
656,BrickStone Cafe,Italian,4,58,1,30303,GEORGIA,Atlanta,"1,746","80,603","$46,164 ","$42,587 ","$33,834 ",Matching
208,Amalfi Cucina & Mercato - Buckhead,Italian,4.5,17,2,30305,GEORGIA,Atlanta,"14,265","1,992,461","$139,675 ","$103,339 ","$42,238 ",Matching
229,Storico Vino,Italian,4,47,2,30305,GEORGIA,Atlanta,"14,265","1,992,461","$139,675 ","$103,339 ","$42,238 ",Matching
553,La Grotta Ristorante Italiano,Italian,4.5,329,3,30305,GEORGIA,Atlanta,"14,265","1,992,461","$139,675 ","$103,339 ","$42,238 ",Matching
478,La Tavola Trattoria,Italian,4,555,2,30306,GEORGIA,Atlanta,"12,266","840,840","$68,550 ","$55,718 ","$14,516 ",Matching
416,BoccaLupo,Italian,4.5,604,2,30307,GEORGIA,Atlanta,"8,251","483,693","$58,622 ","$47,414 ","$12,642 ",Matching
615,Fritti,Italian,4,693,2,30307,GEORGIA,Atlanta,"8,251","483,693","$58,622 ","$47,414 ","$12,642 ",Matching
484,Bellina Alimentari,Italian,4,364,2,30308,GEORGIA,Atlanta,"5,950","308,468","$51,843 ","$34,477 ","$10,750 ",Matching
350,Campagnolo,Italian,4,379,2,30309,GEORGIA,Atlanta,"10,405","932,807","$89,650 ","$58,739 ","$21,141 ",Matching
312,Pasta Da Pulcinella,Italian,4,780,2,30309,GEORGIA,Atlanta,"10,405","932,807","$89,650 ","$58,739 ","$21,141 ",Matching
203,Mirko Pasta,Italian,4,260,2,30342,GEORGIA,Atlanta,"13,517","1,178,396","$87,179 ","$65,255 ","$20,854 ",Matching
413,The Bowl,Japanese,4.5,349,2,30062,GEORGIA,Marietta,"28,755","1,786,637","$62,133 ","$55,082 ","$11,981 ",Matching
539,Hibachi Express,Japanese,4,59,1,30084,GEORGIA,Tucker,"15,589","677,729","$43,475 ","$37,451 ","$7,290 ",Matching
293,Mr. Hibachi,Japanese,3,33,1,30303,GEORGIA,Atlanta,"1,746","80,603","$46,164 ","$42,587 ","$33,834 ",Matching
435,Yumm Teriyaki,Japanese,2.5,80,1,30303,GEORGIA,Atlanta,"1,746","80,603","$46,164 ","$42,587 ","$33,834 ",Matching
477,Dragon Bowl,Japanese,3,211,2,30307,GEORGIA,Atlanta,"8,251","483,693","$58,622 ","$47,414 ","$12,642 ",Matching
316,Makimono,Japanese,4,171,2,30307,GEORGIA,Atlanta,"8,251","483,693","$58,622 ","$47,414 ","$12,642 ",Matching
184,Wagaya - Emory Village,Japanese,4,167,2,30307,GEORGIA,Atlanta,"8,251","483,693","$58,622 ","$47,414 ","$12,642 ",Matching
190,Extreme Teriyaki Grill Express,Japanese,4,74,1,30324,GEORGIA,Atlanta,"10,983","604,700","$55,058 ","$46,404 ","$11,365 ",Matching
269,Nakato Japanese Restaurant,Japanese,4,771,2,30324,GEORGIA,Atlanta,"10,983","604,700","$55,058 ","$46,404 ","$11,365 ",Matching
263,Shoya Izakaya,Japanese,4,982,2,30360,GEORGIA,Atlanta,"6,183","290,417","$46,970 ","$41,503 ","$8,361 ",Matching
323,Blind Willie's,Jazz & Blues,4.5,103,2,30306,GEORGIA,Atlanta,"12,266","840,840","$68,550 ","$55,718 ","$14,516 ",Matching
141,Sean's Harvest Market,Juice Bars & Smoothies,4.5,274,2,30306,GEORGIA,Atlanta,"12,266","840,840","$68,550 ","$55,718 ","$14,516 ",Matching
694,Poetree Cafe,Korean,4,221,2,30024,GEORGIA,Suwanee,"12,607","943,439","$74,835 ","$67,880 ","$13,864 ",Matching
355,K BBQ Taco,Korean,4.5,221,1,30030,GEORGIA,Decatur,"12,299","530,683","$43,148 ","$37,815 ","$7,733 ",Matching
454,Tiger K Cupbob,Korean,4.5,99,1,30096,GEORGIA,Duluth,"21,571","1,057,292","$49,015 ","$43,266 ","$8,441 ",Matching
517,Sokome,Korean,4.5,55,1,30303,GEORGIA,Atlanta,"1,746","80,603","$46,164 ","$42,587 ","$33,834 ",Matching
14,Blossom Tree,Korean,4.5,393,2,30303,GEORGIA,Atlanta,"1,746","80,603","$46,164 ","$42,587 ","$33,834 ",Matching
394,Suzy Siu's Baos,Korean,4,194,1,30307,GEORGIA,Atlanta,"8,251","483,693","$58,622 ","$47,414 ","$12,642 ",Matching
18,Mukja Korean Fried Chicken,Korean,4.5,202,2,30309,GEORGIA,Atlanta,"10,405","932,807","$89,650 ","$58,739 ","$21,141 ",Matching
137,Thrill Korean Steak and Bar,Korean,4.5,547,3,30328,GEORGIA,Atlanta,"15,342","1,515,043","$98,751 ","$67,212 ","$23,526 ",Matching
500,Daejanggum Korean Cuisine,Korean,4,20,1,30360,GEORGIA,Atlanta,"6,183","290,417","$46,970 ","$41,503 ","$8,361 ",Matching
397,Oh K-Dog Doraville,Korean,4.5,52,1,30360,GEORGIA,Atlanta,"6,183","290,417","$46,970 ","$41,503 ","$8,361 ",Matching
657,Miss Gogi,Korean,4,319,2,30360,GEORGIA,Atlanta,"6,183","290,417","$46,970 ","$41,503 ","$8,361 ",Matching
354,Snackboxe Bistro,Laotian,4,371,2,30360,GEORGIA,Atlanta,"6,183","290,417","$46,970 ","$41,503 ","$8,361 ",Matching
253,Las Brasas,Latin American,4,302,2,30030,GEORGIA,Decatur,"12,299","530,683","$43,148 ","$37,815 ","$7,733 ",Matching
359,Jimmy'z Kitchen Marietta,Latin American,4.5,87,2,30067,GEORGIA,Marietta,"22,549","1,403,307","$62,234 ","$46,666 ","$13,866 ",Matching
414,Alma Cocina - Downtown,Latin American,4,1139,2,30303,GEORGIA,Atlanta,"1,746","80,603","$46,164 ","$42,587 ","$33,834 ",Matching
320,El Super Pan,Latin American,4,381,2,30306,GEORGIA,Atlanta,"12,266","840,840","$68,550 ","$55,718 ","$14,516 ",Matching
63,Food Terminal - Sandy Springs,Malaysian,5,35,2,30328,GEORGIA,Atlanta,"15,342","1,515,043","$98,751 ","$67,212 ","$23,526 ",Matching
507,Shields Meat Market,Meat Shops,3,35,3,30307,GEORGIA,Atlanta,"8,251","483,693","$58,622 ","$47,414 ","$12,642 ",Matching
13,Aviva by Kameel - Atlanta,Mediterranean,5,1623,2,30303,GEORGIA,Atlanta,"1,746","80,603","$46,164 ","$42,587 ","$33,834 ",Matching
99,Baraka Shawarma,Mediterranean,4.5,479,2,30303,GEORGIA,Atlanta,"1,746","80,603","$46,164 ","$42,587 ","$33,834 ",Matching
299,Lavash Mediterranean Grill,Mediterranean,4,120,1,30305,GEORGIA,Atlanta,"14,265","1,992,461","$139,675 ","$103,339 ","$42,238 ",Matching
178,Kabob Land,Mediterranean,3,263,2,30305,GEORGIA,Atlanta,"14,265","1,992,461","$139,675 ","$103,339 ","$42,238 ",Matching
603,Zoes Kitchen,Mediterranean,3.5,63,1,30307,GEORGIA,Atlanta,"8,251","483,693","$58,622 ","$47,414 ","$12,642 ",Matching
633,Aviva by Kameel Midtown,Mediterranean,5,54,2,30308,GEORGIA,Atlanta,"5,950","308,468","$51,843 ","$34,477 ","$10,750 ",Matching
502,Fresh 4 U Mediterranean Cafe,Mediterranean,4,118,1,30309,GEORGIA,Atlanta,"10,405","932,807","$89,650 ","$58,739 ","$21,141 ",Matching
378,Pita Mediterranean Street Food,Mediterranean,3.5,135,1,30309,GEORGIA,Atlanta,"10,405","932,807","$89,650 ","$58,739 ","$21,141 ",Matching
189,Cafe Agora Midtown,Mediterranean,4.5,333,2,30309,GEORGIA,Atlanta,"10,405","932,807","$89,650 ","$58,739 ","$21,141 ",Matching
194,Pasha Restaurant and Bar,Mediterranean,3.5,246,3,30324,GEORGIA,Atlanta,"10,983","604,700","$55,058 ","$46,404 ","$11,365 ",Matching
665,The Select,Mediterranean,4,389,3,30328,GEORGIA,Atlanta,"15,342","1,515,043","$98,751 ","$67,212 ","$23,526 ",Matching
666,CAVA,Mediterranean,3,87,2,30338,GEORGIA,Atlanta,"15,484","1,344,128","$86,808 ","$71,667 ","$19,352 ",Matching
448,Samad Mediterranean,Mediterranean,4.5,267,1,30350,GEORGIA,Atlanta,"16,664","1,398,604","$83,930 ","$62,571 ","$20,546 ",Matching
139,El Indio Mexican Resturante & Taqueria,Mexican,4,174,2,30084,GEORGIA,Tucker,"15,589","677,729","$43,475 ","$37,451 ","$7,290 ",Matching
241,The Original El Taco,Mexican,4,466,2,30306,GEORGIA,Atlanta,"12,266","840,840","$68,550 ","$55,718 ","$14,516 ",Matching
386,Bell Street Burritos,Mexican,3.5,134,1,30307,GEORGIA,Atlanta,"8,251","483,693","$58,622 ","$47,414 ","$12,642 ",Matching
319,bartaco,Mexican,4,763,2,30307,GEORGIA,Atlanta,"8,251","483,693","$58,622 ","$47,414 ","$12,642 ",Matching
433,El Bandido Mex Mex Grill,Mexican,3.5,328,2,30307,GEORGIA,Atlanta,"8,251","483,693","$58,622 ","$47,414 ","$12,642 ",Matching
710,La Fonda Latina,Mexican,3.5,115,2,30307,GEORGIA,Atlanta,"8,251","483,693","$58,622 ","$47,414 ","$12,642 ",Matching
294,Tacos & Tequilas Mexican Grill,Mexican,3.5,697,2,30308,GEORGIA,Atlanta,"5,950","308,468","$51,843 ","$34,477 ","$10,750 ",Matching
438,Bell Street Burritos,Mexican,3.5,264,1,30309,GEORGIA,Atlanta,"10,405","932,807","$89,650 ","$58,739 ","$21,141 ",Matching
267,Yumbii,Mexican,4,313,2,30309,GEORGIA,Atlanta,"10,405","932,807","$89,650 ","$58,739 ","$21,141 ",Matching
226,Mercado Acapulco,Mexican,4,50,1,30324,GEORGIA,Atlanta,"10,983","604,700","$55,058 ","$46,404 ","$11,365 ",Matching
143,Mama's Cocina Latina,Mexican,3,215,2,30324,GEORGIA,Atlanta,"10,983","604,700","$55,058 ","$46,404 ","$11,365 ",Matching
402,Las Tortas Locas,Mexican,4,140,1,30328,GEORGIA,Atlanta,"15,342","1,515,043","$98,751 ","$67,212 ","$23,526 ",Matching
503,Bartaco Chastain Park,Mexican,4,694,2,30342,GEORGIA,Atlanta,"13,517","1,178,396","$87,179 ","$65,255 ","$20,854 ",Matching
371,Las Tortas Locas,Mexican,4,55,1,30345,GEORGIA,Atlanta,"9,719","617,379","$63,523 ","$49,935 ","$13,362 ",Matching
604,Yalla,Middle Eastern,4,307,2,30307,GEORGIA,Atlanta,"8,251","483,693","$58,622 ","$47,414 ","$12,642 ",Matching
121,Rina,Middle Eastern,4.5,142,2,30308,GEORGIA,Atlanta,"5,950","308,468","$51,843 ","$34,477 ","$10,750 ",Matching
462,Babylon Cafe,Middle Eastern,3.5,174,2,30324,GEORGIA,Atlanta,"10,983","604,700","$55,058 ","$46,404 ","$11,365 ",Matching
575,Ecco Buckhead,Modern European,4,124,2,30326,GEORGIA,Atlanta,"1,688","151,035","$89,476 ","$117,370 ","$32,505 ",Matching
431,BBMyun,Noodles,4.5,107,2,30096,GEORGIA,Duluth,"21,571","1,057,292","$49,015 ","$43,266 ","$8,441 ",Matching
59,Delbar Middle Eastern,Persian/Iranian,4.5,394,3,30307,GEORGIA,Atlanta,"8,251","483,693","$58,622 ","$47,414 ","$12,642 ",Matching
714,Sufi's,Persian/Iranian,4,403,2,30309,GEORGIA,Atlanta,"10,405","932,807","$89,650 ","$58,739 ","$21,141 ",Matching
246,Rumi's Kitchen,Persian/Iranian,4,1498,3,30328,GEORGIA,Atlanta,"15,342","1,515,043","$98,751 ","$67,212 ","$23,526 ",Matching
623,Crazy Atlanta,Pizza,3.5,92,1,30303,GEORGIA,Atlanta,"1,746","80,603","$46,164 ","$42,587 ","$33,834 ",Matching
154,Amalfi Cucina & Mercato,Pizza,4,857,2,30303,GEORGIA,Atlanta,"1,746","80,603","$46,164 ","$42,587 ","$33,834 ",Matching
668,Slice Downtown,Pizza,3.5,217,2,30303,GEORGIA,Atlanta,"1,746","80,603","$46,164 ","$42,587 ","$33,834 ",Matching
116,Fellini's Pizza Buckhead,Pizza,4,360,1,30305,GEORGIA,Atlanta,"14,265","1,992,461","$139,675 ","$103,339 ","$42,238 ",Matching
629,Blue Moon Pizza,Pizza,4,290,2,30305,GEORGIA,Atlanta,"14,265","1,992,461","$139,675 ","$103,339 ","$42,238 ",Matching
336,Piu Bello Buckhead,Pizza,4,312,2,30305,GEORGIA,Atlanta,"14,265","1,992,461","$139,675 ","$103,339 ","$42,238 ",Matching
284,Fellini's Pizza,Pizza,4,555,1,30306,GEORGIA,Atlanta,"12,266","840,840","$68,550 ","$55,718 ","$14,516 ",Matching
639,Plant Based Pizzeria,Pizza,4.5,324,2,30306,GEORGIA,Atlanta,"12,266","840,840","$68,550 ","$55,718 ","$14,516 ",Matching
559,Savage Pizza,Pizza,4,400,2,30307,GEORGIA,Atlanta,"8,251","483,693","$58,622 ","$47,414 ","$12,642 ",Matching
651,Vinny's New York Pizza,Pizza,4,241,1,30308,GEORGIA,Atlanta,"5,950","308,468","$51,843 ","$34,477 ","$10,750 ",Matching
696,Atwoods Pizza Cafe,Pizza,4,264,2,30308,GEORGIA,Atlanta,"5,950","308,468","$51,843 ","$34,477 ","$10,750 ",Matching
515,Mellow Mushroom - Atlanta,Pizza,3.5,299,2,30308,GEORGIA,Atlanta,"5,950","308,468","$51,843 ","$34,477 ","$10,750 ",Matching
480,DaVinci's Pizzeria,Pizza,3.5,469,2,30309,GEORGIA,Atlanta,"10,405","932,807","$89,650 ","$58,739 ","$21,141 ",Matching
307,Vinny's NY Pizza,Pizza,3.5,70,1,30324,GEORGIA,Atlanta,"10,983","604,700","$55,058 ","$46,404 ","$11,365 ",Matching
43,Gino's NY Pizza Bar,Pizza,3,367,2,30324,GEORGIA,Atlanta,"10,983","604,700","$55,058 ","$46,404 ","$11,365 ",Matching
495,Varuni Napoli,Pizza,4,524,2,30324,GEORGIA,Atlanta,"10,983","604,700","$55,058 ","$46,404 ","$11,365 ",Matching
624,Buckhead Pizza,Pizza,3,495,2,30326,GEORGIA,Atlanta,"1,688","151,035","$89,476 ","$117,370 ","$32,505 ",Matching
470,Fellini's Pizza,Pizza,4,275,1,30342,GEORGIA,Atlanta,"13,517","1,178,396","$87,179 ","$65,255 ","$20,854 ",Matching
305,BullGogi,Poke,4.5,222,1,30033,GEORGIA,Decatur,"14,440","716,375","$49,610 ","$41,060 ","$8,907 ",Matching
125,DUA Vietnamese Noodle Soup,Poke,4.5,108,2,30309,GEORGIA,Atlanta,"10,405","932,807","$89,650 ","$58,739 ","$21,141 ",Matching
78,Wheelhouse Craft Pub And Kitchen,Pubs,4.5,93,2,30030,GEORGIA,Decatur,"12,299","530,683","$43,148 ","$37,815 ","$7,733 ",Matching
94,The Porter Beer Bar,Pubs,4.5,1077,2,30307,GEORGIA,Atlanta,"8,251","483,693","$58,622 ","$47,414 ","$12,642 ",Matching
16,Kinnotori Ramen Bar,Ramen,4.5,144,2,30308,GEORGIA,Atlanta,"5,950","308,468","$51,843 ","$34,477 ","$10,750 ",Matching
430,Ton Ton,Ramen,4,623,2,30308,GEORGIA,Atlanta,"5,950","308,468","$51,843 ","$34,477 ","$10,750 ",Matching
49,E Ramen +,Ramen,4.5,300,2,30309,GEORGIA,Atlanta,"10,405","932,807","$89,650 ","$58,739 ","$21,141 ",Matching
36,Silverlake Ramen,Ramen,4,111,2,30309,GEORGIA,Atlanta,"10,405","932,807","$89,650 ","$58,739 ","$21,141 ",Matching
649,Hajime,Ramen,4,517,2,30324,GEORGIA,Atlanta,"10,983","604,700","$55,058 ","$46,404 ","$11,365 ",Matching
118,JINYA Ramen Bar - Sandy Springs,Ramen,4.5,1419,2,30328,GEORGIA,Atlanta,"15,342","1,515,043","$98,751 ","$67,212 ","$23,526 ",Matching
1,JINYA Ramen Bar - Buckhead,Ramen,4.5,1021,2,30342,GEORGIA,Atlanta,"13,517","1,178,396","$87,179 ","$65,255 ","$20,854 ",Matching
556,The Deer and The Dove,Restaurants,4,79,2,30030,GEORGIA,Decatur,"12,299","530,683","$43,148 ","$37,815 ","$7,733 ",Matching
311,Gusto,Salad,4.5,315,2,30306,GEORGIA,Atlanta,"12,266","840,840","$68,550 ","$55,718 ","$14,516 ",Matching
136,Cypress Street Pint & Plate,Salad,4,1381,2,30308,GEORGIA,Atlanta,"5,950","308,468","$51,843 ","$34,477 ","$10,750 ",Matching
608,The Usual Kitchen and Bar,Salad,5,8,2,30309,GEORGIA,Atlanta,"10,405","932,807","$89,650 ","$58,739 ","$21,141 ",Matching
690,Chopt Creative Salad Co.,Salad,3,69,2,30324,GEORGIA,Atlanta,"10,983","604,700","$55,058 ","$46,404 ","$11,365 ",Matching
338,Wings 101,Salad,3.5,217,2,30324,GEORGIA,Atlanta,"10,983","604,700","$55,058 ","$46,404 ","$11,365 ",Matching
547,Flower Child,Salad,4.5,302,2,30326,GEORGIA,Atlanta,"1,688","151,035","$89,476 ","$117,370 ","$32,505 ",Matching
424,Brack's Kitchen,Salad,4.5,95,2,30342,GEORGIA,Atlanta,"13,517","1,178,396","$87,179 ","$65,255 ","$20,854 ",Matching
108,Sidechick,Sandwiches,4.5,170,1,30030,GEORGIA,Decatur,"12,299","530,683","$43,148 ","$37,815 ","$7,733 ",Matching
685,Just Around the Corner,Sandwiches,4,78,1,30303,GEORGIA,Atlanta,"1,746","80,603","$46,164 ","$42,587 ","$33,834 ",Matching
711,Reuben's Deli,Sandwiches,4,321,1,30303,GEORGIA,Atlanta,"1,746","80,603","$46,164 ","$42,587 ","$33,834 ",Matching
670,Hecter's Kitchen,Sandwiches,5,8,2,30303,GEORGIA,Atlanta,"1,746","80,603","$46,164 ","$42,587 ","$33,834 ",Matching
426,Dave's Cosmic Subs,Sandwiches,4,242,1,30307,GEORGIA,Atlanta,"8,251","483,693","$58,622 ","$47,414 ","$12,642 ",Matching
674,Panera Bread,Sandwiches,2,128,1,30307,GEORGIA,Atlanta,"8,251","483,693","$58,622 ","$47,414 ","$12,642 ",Matching
705,Recess,Sandwiches,4,125,2,30307,GEORGIA,Atlanta,"8,251","483,693","$58,622 ","$47,414 ","$12,642 ",Matching
104,Woody's  CheeseSteaks,Sandwiches,3.5,732,1,30308,GEORGIA,Atlanta,"5,950","308,468","$51,843 ","$34,477 ","$10,750 ",Matching
455,Fresh To Order,Sandwiches,4,418,2,30308,GEORGIA,Atlanta,"5,950","308,468","$51,843 ","$34,477 ","$10,750 ",Matching
479,Fresh To Order,Sandwiches,3.5,191,2,30326,GEORGIA,Atlanta,"1,688","151,035","$89,476 ","$117,370 ","$32,505 ",Matching
715,Wild Crab,Seafood,3.5,208,2,30030,GEORGIA,Decatur,"12,299","530,683","$43,148 ","$37,815 ","$7,733 ",Matching
678,Crazy Crab,Seafood,4,134,2,30084,GEORGIA,Tucker,"15,589","677,729","$43,475 ","$37,451 ","$7,290 ",Matching
328,Tredericks Seafood & Grill,Seafood,4,94,2,30303,GEORGIA,Atlanta,"1,746","80,603","$46,164 ","$42,587 ","$33,834 ",Matching
254,Ray's In the City - Atlanta,Seafood,4,1017,3,30303,GEORGIA,Atlanta,"1,746","80,603","$46,164 ","$42,587 ","$33,834 ",Matching
140,Nowak's,Seafood,4,122,3,30306,GEORGIA,Atlanta,"12,266","840,840","$68,550 ","$55,718 ","$14,516 ",Matching
126,BeetleCat,Seafood,4,1074,2,30307,GEORGIA,Atlanta,"8,251","483,693","$58,622 ","$47,414 ","$12,642 ",Matching
123,Steamhouse Lounge,Seafood,4,896,2,30309,GEORGIA,Atlanta,"10,405","932,807","$89,650 ","$58,739 ","$21,141 ",Matching
287,The Boiler Seafood And Crab Boil Atlanta,Seafood,2.5,176,3,30324,GEORGIA,Atlanta,"10,983","604,700","$55,058 ","$46,404 ","$11,365 ",Matching
207,Big Bs Fish Joint,Seafood,4,224,2,30342,GEORGIA,Atlanta,"13,517","1,178,396","$87,179 ","$65,255 ","$20,854 ",Matching
640,Crab404,Seafood,3.5,404,2,30342,GEORGIA,Atlanta,"13,517","1,178,396","$87,179 ","$65,255 ","$20,854 ",Matching
537,Atlanta Smokehouse,Smokehouse,4.5,17,2,30067,GEORGIA,Marietta,"22,549","1,403,307","$62,234 ","$46,666 ","$13,866 ",Matching
613,The BQE Restaurant & Lounge,Soul Food,3.5,1258,2,30303,GEORGIA,Atlanta,"1,746","80,603","$46,164 ","$42,587 ","$33,834 ",Matching
692,Soul: Food & Culture,Soul Food,3.5,29,2,30307,GEORGIA,Atlanta,"8,251","483,693","$58,622 ","$47,414 ","$12,642 ",Matching
48,Gus's World Famous Fried Chicken,Southern,4,1473,2,30303,GEORGIA,Atlanta,"1,746","80,603","$46,164 ","$42,587 ","$33,834 ",Matching
124,Kelz Kitchen - Atlanta,Southern,3,206,2,30303,GEORGIA,Atlanta,"1,746","80,603","$46,164 ","$42,587 ","$33,834 ",Matching
277,Sweet Georgia's Juke Joint,Southern,3.5,1299,2,30303,GEORGIA,Atlanta,"1,746","80,603","$46,164 ","$42,587 ","$33,834 ",Matching
2,Hattie B's Hot Chicken - Atlanta,Southern,4.5,1819,2,30307,GEORGIA,Atlanta,"8,251","483,693","$58,622 ","$47,414 ","$12,642 ",Matching
264,Eats,Southern,4,571,1,30308,GEORGIA,Atlanta,"5,950","308,468","$51,843 ","$34,477 ","$10,750 ",Matching
39,Mary Mac's Tea Room,Southern,4,4283,2,30308,GEORGIA,Atlanta,"5,950","308,468","$51,843 ","$34,477 ","$10,750 ",Matching
442,Rowdy Tiger Whiskey Bar & Kitchen,Southern,4,143,2,30308,GEORGIA,Atlanta,"5,950","308,468","$51,843 ","$34,477 ","$10,750 ",Matching
240,Sway,Southern,4,462,2,30308,GEORGIA,Atlanta,"5,950","308,468","$51,843 ","$34,477 ","$10,750 ",Matching
573,Empire State South,Southern,4,807,2,30309,GEORGIA,Atlanta,"10,405","932,807","$89,650 ","$58,739 ","$21,141 ",Matching
186,Peach Cobbler Cafe,Southern,2.5,200,2,30309,GEORGIA,Atlanta,"10,405","932,807","$89,650 ","$58,739 ","$21,141 ",Matching
32,South City Kitchen Midtown,Southern,4.5,2816,2,30309,GEORGIA,Atlanta,"10,405","932,807","$89,650 ","$58,739 ","$21,141 ",Matching
558,Colonnade Restaurant,Southern,4,483,2,30324,GEORGIA,Atlanta,"10,983","604,700","$55,058 ","$46,404 ","$11,365 ",Matching
68,Roasters,Southern,4,410,2,30324,GEORGIA,Atlanta,"10,983","604,700","$55,058 ","$46,404 ","$11,365 ",Matching
64,South City Kitchen Buckhead,Southern,4.5,854,2,30326,GEORGIA,Atlanta,"1,688","151,035","$89,476 ","$117,370 ","$32,505 ",Matching
21,Bar-Bacoa,Spanish,4.5,208,2,30306,GEORGIA,Atlanta,"12,266","840,840","$68,550 ","$55,718 ","$14,516 ",Matching
309,Barcelona Inman Park,Spanish,4,1303,2,30307,GEORGIA,Atlanta,"8,251","483,693","$58,622 ","$47,414 ","$12,642 ",Matching
109,Buena Vida Tapas & Sol,Spanish,4.5,232,2,30308,GEORGIA,Atlanta,"5,950","308,468","$51,843 ","$34,477 ","$10,750 ",Matching
150,Botica,Spanish,4,180,2,30309,GEORGIA,Atlanta,"10,405","932,807","$89,650 ","$58,739 ","$21,141 ",Matching
41,Bulla Gastrobar,Spanish,4.5,696,2,30309,GEORGIA,Atlanta,"10,405","932,807","$89,650 ","$58,739 ","$21,141 ",Matching
693,PushStart Kitchen,Specialty Food,5,12,3,30301,GEORGIA,Atlanta,932,"123,848","$132,884 ","$61,430 ","$27,182 ",Matching
373,Irby's Tavern,Sports Bars,4,111,2,30305,GEORGIA,Atlanta,"14,265","1,992,461","$139,675 ","$103,339 ","$42,238 ",Matching
569,Red Pepper Taqueria,Sports Bars,3.5,567,2,30305,GEORGIA,Atlanta,"14,265","1,992,461","$139,675 ","$103,339 ","$42,238 ",Matching
351,Twin Peaks,Sports Bars,3,668,2,30305,GEORGIA,Atlanta,"14,265","1,992,461","$139,675 ","$103,339 ","$42,238 ",Matching
133,Black Bear Tavern,Sports Bars,4,154,2,30309,GEORGIA,Atlanta,"10,405","932,807","$89,650 ","$58,739 ","$21,141 ",Matching
